"INCLUDE (Yes/No)","NAME","PRICE","NOTES","Category","Metal Colour","TMC Original Name","TMC Price (AUD ref)","Image File","Image Path","TMC Handle"
"","","","","Engagement","Yellow Gold","The Elmira Ring - East-West Asscher Cathedral Solitaire","905.00","yellow.jpg","images/the-elmira-ring-east-west-asscher-cathedral-solitaire/yellow.jpg","the-elmira-ring-east-west-asscher-cathedral-solitaire"
"","","","","Engagement","White Gold","The Elmira Ring - East-West Asscher Cathedral Solitaire","905.00","white.jpg","images/the-elmira-ring-east-west-asscher-cathedral-solitaire/white.jpg","the-elmira-ring-east-west-asscher-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Elmira Ring - East-West Asscher Cathedral Solitaire","905.00","rose.jpg","images/the-elmira-ring-east-west-asscher-cathedral-solitaire/rose.jpg","the-elmira-ring-east-west-asscher-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Elijah Ring - Floating Oval Solitaire with Pavé Band","1550.00","yellow.jpg","images/the-elijah-ring-floating-oval-solitaire-with-pave-band/yellow.jpg","the-elijah-ring-floating-oval-solitaire-with-pave-band"
"","","","","Engagement","White Gold","The Elijah Ring - Floating Oval Solitaire with Pavé Band","1550.00","white.jpg","images/the-elijah-ring-floating-oval-solitaire-with-pave-band/white.jpg","the-elijah-ring-floating-oval-solitaire-with-pave-band"
"","","","","Engagement","Rose Gold","The Elijah Ring - Floating Oval Solitaire with Pavé Band","1550.00","rose.jpg","images/the-elijah-ring-floating-oval-solitaire-with-pave-band/rose.jpg","the-elijah-ring-floating-oval-solitaire-with-pave-band"
"","","","","Engagement","Yellow Gold","The Sarina Ring - Floating Oval Solitaire with Twisted Band","1106.00","yellow.jpg","images/the-sarina-ring-floating-oval-solitaire-with-twisted-band/yellow.jpg","the-sarina-ring-floating-oval-solitaire-with-twisted-band"
"","","","","Engagement","White Gold","The Sarina Ring - Floating Oval Solitaire with Twisted Band","1106.00","white.jpg","images/the-sarina-ring-floating-oval-solitaire-with-twisted-band/white.jpg","the-sarina-ring-floating-oval-solitaire-with-twisted-band"
"","","","","Engagement","Rose Gold","The Sarina Ring - Floating Oval Solitaire with Twisted Band","1106.00","rose.jpg","images/the-sarina-ring-floating-oval-solitaire-with-twisted-band/rose.jpg","the-sarina-ring-floating-oval-solitaire-with-twisted-band"
"","","","","Engagement","Yellow Gold","The Amira Ring™ - Emerald with Marquise Accents","1280.00","yellow.jpg","images/the-amira-ring-emerald-with-marquise-accents/yellow.jpg","the-amira-ring-emerald-with-marquise-accents"
"","","","","Engagement","White Gold","The Amira Ring™ - Emerald with Marquise Accents","1280.00","","","the-amira-ring-emerald-with-marquise-accents"
"","","","","Engagement","Rose Gold","The Amira Ring™ - Emerald with Marquise Accents","1280.00","rose.jpg","images/the-amira-ring-emerald-with-marquise-accents/rose.jpg","the-amira-ring-emerald-with-marquise-accents"
"","","","","Engagement","Yellow Gold","The Noa Ring - Radiant and Trilliant Trilogy","1386.00","yellow.jpg","images/the-noa-ring-radiant-and-trilliant-trilogy/yellow.jpg","the-noa-ring-radiant-and-trilliant-trilogy"
"","","","","Engagement","White Gold","The Noa Ring - Radiant and Trilliant Trilogy","1386.00","white.jpg","images/the-noa-ring-radiant-and-trilliant-trilogy/white.jpg","the-noa-ring-radiant-and-trilliant-trilogy"
"","","","","Engagement","Rose Gold","The Noa Ring - Radiant and Trilliant Trilogy","1386.00","rose.jpg","images/the-noa-ring-radiant-and-trilliant-trilogy/rose.jpg","the-noa-ring-radiant-and-trilliant-trilogy"
"","","","","Engagement","Yellow Gold","The Anya Ring - Oval and Half Moon Trilogy","1280.00","yellow.jpg","images/the-anya-ring-oval-and-half-moon-trilogy/yellow.jpg","the-anya-ring-oval-and-half-moon-trilogy"
"","","","","Engagement","White Gold","The Anya Ring - Oval and Half Moon Trilogy","1280.00","white.jpg","images/the-anya-ring-oval-and-half-moon-trilogy/white.jpg","the-anya-ring-oval-and-half-moon-trilogy"
"","","","","Engagement","Rose Gold","The Anya Ring - Oval and Half Moon Trilogy","1280.00","rose.jpg","images/the-anya-ring-oval-and-half-moon-trilogy/rose.jpg","the-anya-ring-oval-and-half-moon-trilogy"
"","","","","Engagement","Yellow Gold","The Ludae Ring - Marquise Cigar Solitaire","1201.00","yellow.jpg","images/the-ludae-ring-marquise-cigar-solitaire/yellow.jpg","the-ludae-ring-marquise-cigar-solitaire"
"","","","","Engagement","White Gold","The Ludae Ring - Marquise Cigar Solitaire","1201.00","white.jpg","images/the-ludae-ring-marquise-cigar-solitaire/white.jpg","the-ludae-ring-marquise-cigar-solitaire"
"","","","","Engagement","Rose Gold","The Ludae Ring - Marquise Cigar Solitaire","1201.00","rose.jpg","images/the-ludae-ring-marquise-cigar-solitaire/rose.jpg","the-ludae-ring-marquise-cigar-solitaire"
"","","","","Engagement","Yellow Gold","The Ludae Ring - Oval Cigar Solitaire","1201.00","yellow.jpg","images/the-ludae-ring-oval-cigar-solitaire/yellow.jpg","the-ludae-ring-oval-cigar-solitaire"
"","","","","Engagement","White Gold","The Ludae Ring - Oval Cigar Solitaire","1201.00","white.jpg","images/the-ludae-ring-oval-cigar-solitaire/white.jpg","the-ludae-ring-oval-cigar-solitaire"
"","","","","Engagement","Rose Gold","The Ludae Ring - Oval Cigar Solitaire","1201.00","rose.jpg","images/the-ludae-ring-oval-cigar-solitaire/rose.jpg","the-ludae-ring-oval-cigar-solitaire"
"","","","","Engagement","Yellow Gold","The Eloise Ring - Radiant Antique Halo","1280.00","yellow.jpg","images/the-eloise-ring-radiant-antique-halo/yellow.jpg","the-eloise-ring-radiant-antique-halo"
"","","","","Engagement","White Gold","The Eloise Ring - Radiant Antique Halo","1280.00","white.jpg","images/the-eloise-ring-radiant-antique-halo/white.jpg","the-eloise-ring-radiant-antique-halo"
"","","","","Engagement","Rose Gold","The Eloise Ring - Radiant Antique Halo","1280.00","rose.jpg","images/the-eloise-ring-radiant-antique-halo/rose.jpg","the-eloise-ring-radiant-antique-halo"
"","","","","Engagement","Yellow Gold","The Emerie Ring - Oval Double Band Solitaire","1465.00","yellow.jpg","images/the-emerie-ring-oval-solitaire/yellow.jpg","the-emerie-ring-oval-solitaire"
"","","","","Engagement","White Gold","The Emerie Ring - Oval Double Band Solitaire","1465.00","white.jpg","images/the-emerie-ring-oval-solitaire/white.jpg","the-emerie-ring-oval-solitaire"
"","","","","Engagement","Rose Gold","The Emerie Ring - Oval Double Band Solitaire","1465.00","rose.jpg","images/the-emerie-ring-oval-solitaire/rose.jpg","the-emerie-ring-oval-solitaire"
"","","","","Engagement","Yellow Gold","The Althea Ring - Oval Cluster","1317.00","yellow.jpg","images/the-althea-ring-oval-trilogy-cluster/yellow.jpg","the-althea-ring-oval-trilogy-cluster"
"","","","","Engagement","White Gold","The Althea Ring - Oval Cluster","1317.00","","","the-althea-ring-oval-trilogy-cluster"
"","","","","Engagement","Rose Gold","The Althea Ring - Oval Cluster","1317.00","rose.jpg","images/the-althea-ring-oval-trilogy-cluster/rose.jpg","the-althea-ring-oval-trilogy-cluster"
"","","","","Engagement","Yellow Gold","The Astraea Ring - Round Brilliant Cluster","1291.00","yellow.jpg","images/the-astraea-ring-round-brilliant-trilogy-cluster/yellow.jpg","the-astraea-ring-round-brilliant-trilogy-cluster"
"","","","","Engagement","White Gold","The Astraea Ring - Round Brilliant Cluster","1291.00","","","the-astraea-ring-round-brilliant-trilogy-cluster"
"","","","","Engagement","Rose Gold","The Astraea Ring - Round Brilliant Cluster","1291.00","rose.jpg","images/the-astraea-ring-round-brilliant-trilogy-cluster/rose.jpg","the-astraea-ring-round-brilliant-trilogy-cluster"
"","","","","Engagement","Yellow Gold","The Luise Ring® - Oval Halo","1106.00","yellow.jpg","images/the-luise-ring-oval-halo/yellow.jpg","the-luise-ring-oval-halo"
"","","","","Engagement","White Gold","The Luise Ring® - Oval Halo","1106.00","white.jpg","images/the-luise-ring-oval-halo/white.jpg","the-luise-ring-oval-halo"
"","","","","Engagement","Rose Gold","The Luise Ring® - Oval Halo","1106.00","rose.jpg","images/the-luise-ring-oval-halo/rose.jpg","the-luise-ring-oval-halo"
"","","","","Engagement","Yellow Gold","The Sophia Ring - Pear Halo","1249.00","yellow.jpg","images/the-sophia-ring-pear-halo/yellow.jpg","the-sophia-ring-pear-halo"
"","","","","Engagement","White Gold","The Sophia Ring - Pear Halo","1249.00","white.jpg","images/the-sophia-ring-pear-halo/white.jpg","the-sophia-ring-pear-halo"
"","","","","Engagement","Rose Gold","The Sophia Ring - Pear Halo","1249.00","rose.jpg","images/the-sophia-ring-pear-halo/rose.jpg","the-sophia-ring-pear-halo"
"","","","","Engagement","Yellow Gold","The Isla Ring - Round Halo","1211.00","yellow.jpg","images/the-isla-ring-round-brilliant-halo/yellow.jpg","the-isla-ring-round-brilliant-halo"
"","","","","Engagement","White Gold","The Isla Ring - Round Halo","1211.00","white.jpg","images/the-isla-ring-round-brilliant-halo/white.jpg","the-isla-ring-round-brilliant-halo"
"","","","","Engagement","Rose Gold","The Isla Ring - Round Halo","1211.00","rose.jpg","images/the-isla-ring-round-brilliant-halo/rose.jpg","the-isla-ring-round-brilliant-halo"
"","","","","Engagement","Yellow Gold","The Audrey Ring - Emerald Halo","1249.00","yellow.jpg","images/the-audrey-ring-emerald-halo/yellow.jpg","the-audrey-ring-emerald-halo"
"","","","","Engagement","White Gold","The Audrey Ring - Emerald Halo","1249.00","white.jpg","images/the-audrey-ring-emerald-halo/white.jpg","the-audrey-ring-emerald-halo"
"","","","","Engagement","Rose Gold","The Audrey Ring - Emerald Halo","1249.00","rose.jpg","images/the-audrey-ring-emerald-halo/rose.jpg","the-audrey-ring-emerald-halo"
"","","","","Engagement","Yellow Gold","The Audrey Ring - 1.52ct Lab Diamond Emerald Cathedral Solitaire With Hidden Halo","2581.00","","","the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo-1"
"","","","","Engagement","White Gold","The Audrey Ring - 1.52ct Lab Diamond Emerald Cathedral Solitaire With Hidden Halo","2581.00","white.jpg","images/the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo-1/white.jpg","the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo-1"
"","","","","Engagement","Rose Gold","The Audrey Ring - 1.52ct Lab Diamond Emerald Cathedral Solitaire With Hidden Halo","2581.00","","","the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo-1"
"","","","","Engagement","Yellow Gold","The Isla Ring - 1.5ct Moissanite Round Cathedral Solitaire","1518.00","yellow.jpg","images/the-isla-ring-1-5ct-round-moissanite-cathedral-solitaire-2/yellow.jpg","the-isla-ring-1-5ct-round-moissanite-cathedral-solitaire-2"
"","","","","Engagement","White Gold","The Isla Ring - 1.5ct Moissanite Round Cathedral Solitaire","1518.00","","","the-isla-ring-1-5ct-round-moissanite-cathedral-solitaire-2"
"","","","","Engagement","Rose Gold","The Isla Ring - 1.5ct Moissanite Round Cathedral Solitaire","1518.00","","","the-isla-ring-1-5ct-round-moissanite-cathedral-solitaire-2"
"","","","","Engagement","Yellow Gold","The Audrey Ring - 1.9ct Moissanite Emerald Cathedral Solitaire","1867.00","yellow.jpg","images/the-audrey-ring-1-9ct-moissanite-emerald-cathedral-solitaire-copy/yellow.jpg","the-audrey-ring-1-9ct-moissanite-emerald-cathedral-solitaire-copy"
"","","","","Engagement","White Gold","The Audrey Ring - 1.9ct Moissanite Emerald Cathedral Solitaire","1867.00","","","the-audrey-ring-1-9ct-moissanite-emerald-cathedral-solitaire-copy"
"","","","","Engagement","Rose Gold","The Audrey Ring - 1.9ct Moissanite Emerald Cathedral Solitaire","1867.00","","","the-audrey-ring-1-9ct-moissanite-emerald-cathedral-solitaire-copy"
"","","","","Engagement","Yellow Gold","The Florence Ring - Emerald and Pear Cathedral Trilogy","1227.00","yellow.jpg","images/the-florence-ring-emerald-pear-trilogy/yellow.jpg","the-florence-ring-emerald-pear-trilogy"
"","","","","Engagement","White Gold","The Florence Ring - Emerald and Pear Cathedral Trilogy","1227.00","white.jpg","images/the-florence-ring-emerald-pear-trilogy/white.jpg","the-florence-ring-emerald-pear-trilogy"
"","","","","Engagement","Rose Gold","The Florence Ring - Emerald and Pear Cathedral Trilogy","1227.00","rose.jpg","images/the-florence-ring-emerald-pear-trilogy/rose.jpg","the-florence-ring-emerald-pear-trilogy"
"","","","","Engagement","Yellow Gold","The Arie Ring - 2.4ct Moissanite Marquise Solitaire","1677.00","","","the-arie-ring-2-4ct-moissanite-marquise-solitaire-1"
"","","","","Engagement","White Gold","The Arie Ring - 2.4ct Moissanite Marquise Solitaire","1677.00","","","the-arie-ring-2-4ct-moissanite-marquise-solitaire-1"
"","","","","Engagement","Rose Gold","The Arie Ring - 2.4ct Moissanite Marquise Solitaire","1677.00","rose.jpg","images/the-arie-ring-2-4ct-moissanite-marquise-solitaire-1/rose.jpg","the-arie-ring-2-4ct-moissanite-marquise-solitaire-1"
"","","","","Engagement","Yellow Gold","The Audrey Ring - 2.00ct Lab Diamond Emerald Solitaire","4125.00","yellow.jpg","images/the-audrey-ring-2-00ct-lab-grown-emerald-solitaire/yellow.jpg","the-audrey-ring-2-00ct-lab-grown-emerald-solitaire"
"","","","","Engagement","White Gold","The Audrey Ring - 2.00ct Lab Diamond Emerald Solitaire","4125.00","","","the-audrey-ring-2-00ct-lab-grown-emerald-solitaire"
"","","","","Engagement","Rose Gold","The Audrey Ring - 2.00ct Lab Diamond Emerald Solitaire","4125.00","","","the-audrey-ring-2-00ct-lab-grown-emerald-solitaire"
"","","","","Engagement","Yellow Gold","The Paloma Ring - 1.51ct Lab Diamond Square Cushion Halo Solitaire","2978.00","","","the-luise-ring-1-51ct-lab-grown-diamond-square-cushion-halo-solitaire"
"","","","","Engagement","White Gold","The Paloma Ring - 1.51ct Lab Diamond Square Cushion Halo Solitaire","2978.00","white.jpg","images/the-luise-ring-1-51ct-lab-grown-diamond-square-cushion-halo-solitaire/white.jpg","the-luise-ring-1-51ct-lab-grown-diamond-square-cushion-halo-solitaire"
"","","","","Engagement","Rose Gold","The Paloma Ring - 1.51ct Lab Diamond Square Cushion Halo Solitaire","2978.00","","","the-luise-ring-1-51ct-lab-grown-diamond-square-cushion-halo-solitaire"
"","","","","Engagement","Yellow Gold","The Ophelia Ring - Elongated Cushion Bezel Solitaire","868.00","yellow.jpg","images/the-ophelia-ring-elongated-cushion-bezel-solitaire-1/yellow.jpg","the-ophelia-ring-elongated-cushion-bezel-solitaire-1"
"","","","","Engagement","White Gold","The Ophelia Ring - Elongated Cushion Bezel Solitaire","868.00","white.jpg","images/the-ophelia-ring-elongated-cushion-bezel-solitaire-1/white.jpg","the-ophelia-ring-elongated-cushion-bezel-solitaire-1"
"","","","","Engagement","Rose Gold","The Ophelia Ring - Elongated Cushion Bezel Solitaire","868.00","rose.jpg","images/the-ophelia-ring-elongated-cushion-bezel-solitaire-1/rose.jpg","the-ophelia-ring-elongated-cushion-bezel-solitaire-1"
"","","","","Engagement","Yellow Gold","The Arie Ring - Marquise Bezel Solitaire","857.00","yellow.jpg","images/the-arie-ring-marquise-bezel-solitaire-1/yellow.jpg","the-arie-ring-marquise-bezel-solitaire-1"
"","","","","Engagement","White Gold","The Arie Ring - Marquise Bezel Solitaire","857.00","white.jpg","images/the-arie-ring-marquise-bezel-solitaire-1/white.jpg","the-arie-ring-marquise-bezel-solitaire-1"
"","","","","Engagement","Rose Gold","The Arie Ring - Marquise Bezel Solitaire","857.00","rose.jpg","images/the-arie-ring-marquise-bezel-solitaire-1/rose.jpg","the-arie-ring-marquise-bezel-solitaire-1"
"","","","","Engagement","Yellow Gold","The Sophia Ring - East-West Pear Cathedral Solitaire","921.00","yellow.jpg","images/the-sophia-ring-east-west-pear-cathedral-solitaire/yellow.jpg","the-sophia-ring-east-west-pear-cathedral-solitaire"
"","","","","Engagement","White Gold","The Sophia Ring - East-West Pear Cathedral Solitaire","921.00","white.jpg","images/the-sophia-ring-east-west-pear-cathedral-solitaire/white.jpg","the-sophia-ring-east-west-pear-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Sophia Ring - East-West Pear Cathedral Solitaire","921.00","rose.jpg","images/the-sophia-ring-east-west-pear-cathedral-solitaire/rose.jpg","the-sophia-ring-east-west-pear-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Arie Ring - East-West Marquise Cathedral Solitaire","937.00","yellow.jpg","images/the-arie-ring-east-west-marquise-cathedral-solitaire/yellow.jpg","the-arie-ring-east-west-marquise-cathedral-solitaire"
"","","","","Engagement","White Gold","The Arie Ring - East-West Marquise Cathedral Solitaire","937.00","white.jpg","images/the-arie-ring-east-west-marquise-cathedral-solitaire/white.jpg","the-arie-ring-east-west-marquise-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Arie Ring - East-West Marquise Cathedral Solitaire","937.00","rose.jpg","images/the-arie-ring-east-west-marquise-cathedral-solitaire/rose.jpg","the-arie-ring-east-west-marquise-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Audrey Ring -  East-West Emerald Cathedral Solitaire","931.00","yellow.jpg","images/the-audrey-ring-east-west-emerald-cathedral-solitaire/yellow.jpg","the-audrey-ring-east-west-emerald-cathedral-solitaire"
"","","","","Engagement","White Gold","The Audrey Ring -  East-West Emerald Cathedral Solitaire","931.00","white.jpg","images/the-audrey-ring-east-west-emerald-cathedral-solitaire/white.jpg","the-audrey-ring-east-west-emerald-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Audrey Ring -  East-West Emerald Cathedral Solitaire","931.00","rose.jpg","images/the-audrey-ring-east-west-emerald-cathedral-solitaire/rose.jpg","the-audrey-ring-east-west-emerald-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Vienna Ring -  East-West Radiant Cathedral Solitaire","937.00","yellow.jpg","images/the-vienna-ring-east-west-radiant-cathedral-solitaire/yellow.jpg","the-vienna-ring-east-west-radiant-cathedral-solitaire"
"","","","","Engagement","White Gold","The Vienna Ring -  East-West Radiant Cathedral Solitaire","937.00","white.jpg","images/the-vienna-ring-east-west-radiant-cathedral-solitaire/white.jpg","the-vienna-ring-east-west-radiant-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Vienna Ring -  East-West Radiant Cathedral Solitaire","937.00","rose.jpg","images/the-vienna-ring-east-west-radiant-cathedral-solitaire/rose.jpg","the-vienna-ring-east-west-radiant-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Luise Ring® - East-West Oval Cathedral Solitaire","910.00","yellow.jpg","images/the-luise-ring-east-west-oval-cathedral-solitaire/yellow.jpg","the-luise-ring-east-west-oval-cathedral-solitaire"
"","","","","Engagement","White Gold","The Luise Ring® - East-West Oval Cathedral Solitaire","910.00","white.jpg","images/the-luise-ring-east-west-oval-cathedral-solitaire/white.jpg","the-luise-ring-east-west-oval-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Luise Ring® - East-West Oval Cathedral Solitaire","910.00","rose.jpg","images/the-luise-ring-east-west-oval-cathedral-solitaire/rose.jpg","the-luise-ring-east-west-oval-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Ophelia Ring - East-West Elongated Cushion Cathedral Solitaire","947.00","yellow.jpg","images/the-ophelia-ring-east-west-elongated-cushion-cathedral-solitaire/yellow.jpg","the-ophelia-ring-east-west-elongated-cushion-cathedral-solitaire"
"","","","","Engagement","White Gold","The Ophelia Ring - East-West Elongated Cushion Cathedral Solitaire","947.00","white.jpg","images/the-ophelia-ring-east-west-elongated-cushion-cathedral-solitaire/white.jpg","the-ophelia-ring-east-west-elongated-cushion-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Ophelia Ring - East-West Elongated Cushion Cathedral Solitaire","947.00","rose.jpg","images/the-ophelia-ring-east-west-elongated-cushion-cathedral-solitaire/rose.jpg","the-ophelia-ring-east-west-elongated-cushion-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Sorelle Ring - Suspended Oval Solitaire Wrap Ring","989.00","yellow.jpg","images/the-sorelle-ring-suspended-oval-solitaire-wrap-ring/yellow.jpg","the-sorelle-ring-suspended-oval-solitaire-wrap-ring"
"","","","","Engagement","White Gold","The Sorelle Ring - Suspended Oval Solitaire Wrap Ring","989.00","white.jpg","images/the-sorelle-ring-suspended-oval-solitaire-wrap-ring/white.jpg","the-sorelle-ring-suspended-oval-solitaire-wrap-ring"
"","","","","Engagement","Rose Gold","The Sorelle Ring - Suspended Oval Solitaire Wrap Ring","989.00","rose.jpg","images/the-sorelle-ring-suspended-oval-solitaire-wrap-ring/rose.jpg","the-sorelle-ring-suspended-oval-solitaire-wrap-ring"
"","","","","Engagement","Yellow Gold","The Azariah Ring - Elongated Cushion Solitaire with Double Curved Band","1444.00","yellow.jpg","images/the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band-1/yellow.jpg","the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band-1"
"","","","","Engagement","White Gold","The Azariah Ring - Elongated Cushion Solitaire with Double Curved Band","1444.00","white.jpg","images/the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band-1/white.jpg","the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band-1"
"","","","","Engagement","Rose Gold","The Azariah Ring - Elongated Cushion Solitaire with Double Curved Band","1444.00","rose.jpg","images/the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band-1/rose.jpg","the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band-1"
"","","","","Engagement","Yellow Gold","The Azariah Ring - Oval Solitaire with Double Curved Band","1444.00","yellow.jpg","images/the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band/yellow.jpg","the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band"
"","","","","Engagement","White Gold","The Azariah Ring - Oval Solitaire with Double Curved Band","1444.00","white.jpg","images/the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band/white.jpg","the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band"
"","","","","Engagement","Rose Gold","The Azariah Ring - Oval Solitaire with Double Curved Band","1444.00","rose.jpg","images/the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band/rose.jpg","the-azariah-ring-elongated-cushion-solitaire-with-double-curved-band"
"","","","","Engagement","Yellow Gold","The Thérèse Ring - Floating Oval Solitaire with Twisted Band","1148.00","yellow.jpg","images/the-therese-ring-floating-oval-solitaire-with-twisted-band/yellow.jpg","the-therese-ring-floating-oval-solitaire-with-twisted-band"
"","","","","Engagement","White Gold","The Thérèse Ring - Floating Oval Solitaire with Twisted Band","1148.00","white.jpg","images/the-therese-ring-floating-oval-solitaire-with-twisted-band/white.jpg","the-therese-ring-floating-oval-solitaire-with-twisted-band"
"","","","","Engagement","Rose Gold","The Thérèse Ring - Floating Oval Solitaire with Twisted Band","1148.00","rose.jpg","images/the-therese-ring-floating-oval-solitaire-with-twisted-band/rose.jpg","the-therese-ring-floating-oval-solitaire-with-twisted-band"
"","","","","Engagement","Yellow Gold","The Adella Ring - Round Brilliant Solitaire with Wrapped Band","1169.00","yellow.jpg","images/the-adella-ring-round-brilliant-solitaire-with-wrapped-band/yellow.jpg","the-adella-ring-round-brilliant-solitaire-with-wrapped-band"
"","","","","Engagement","White Gold","The Adella Ring - Round Brilliant Solitaire with Wrapped Band","1169.00","white.jpg","images/the-adella-ring-round-brilliant-solitaire-with-wrapped-band/white.jpg","the-adella-ring-round-brilliant-solitaire-with-wrapped-band"
"","","","","Engagement","Rose Gold","The Adella Ring - Round Brilliant Solitaire with Wrapped Band","1169.00","rose.jpg","images/the-adella-ring-round-brilliant-solitaire-with-wrapped-band/rose.jpg","the-adella-ring-round-brilliant-solitaire-with-wrapped-band"
"","","","","Engagement","Yellow Gold","The Audrey Ring - 1.52ct Lab Diamond Emerald Cathedral Solitaire With Hidden Halo","2581.00","","","the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo"
"","","","","Engagement","White Gold","The Audrey Ring - 1.52ct Lab Diamond Emerald Cathedral Solitaire With Hidden Halo","2581.00","white.jpg","images/the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo/white.jpg","the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo"
"","","","","Engagement","Rose Gold","The Audrey Ring - 1.52ct Lab Diamond Emerald Cathedral Solitaire With Hidden Halo","2581.00","","","the-audrey-ring-1-52ct-lab-grown-emerald-cathedral-solitaire-with-hidden-halo"
"","","","","Engagement","Yellow Gold","The Vienna Ring - 1.77ct Lab Diamond Radiant Solitaire","2645.00","","","the-vienna-ring-1-77ct-lab-grown-diamond-radiant-solitaire"
"","","","","Engagement","White Gold","The Vienna Ring - 1.77ct Lab Diamond Radiant Solitaire","2645.00","white.jpg","images/the-vienna-ring-1-77ct-lab-grown-diamond-radiant-solitaire/white.jpg","the-vienna-ring-1-77ct-lab-grown-diamond-radiant-solitaire"
"","","","","Engagement","Rose Gold","The Vienna Ring - 1.77ct Lab Diamond Radiant Solitaire","2645.00","","","the-vienna-ring-1-77ct-lab-grown-diamond-radiant-solitaire"
"","","","","Engagement","Yellow Gold","The Jean Ring - Marquise Bezel Split Band Solitaire","979.00","yellow.jpg","images/the-jean-ring-marquise-bezel-split-band-solitaire/yellow.jpg","the-jean-ring-marquise-bezel-split-band-solitaire"
"","","","","Engagement","White Gold","The Jean Ring - Marquise Bezel Split Band Solitaire","979.00","white.jpg","images/the-jean-ring-marquise-bezel-split-band-solitaire/white.jpg","the-jean-ring-marquise-bezel-split-band-solitaire"
"","","","","Engagement","Rose Gold","The Jean Ring - Marquise Bezel Split Band Solitaire","979.00","rose.jpg","images/the-jean-ring-marquise-bezel-split-band-solitaire/rose.jpg","the-jean-ring-marquise-bezel-split-band-solitaire"
"","","","","Engagement","Yellow Gold","The Margot Ring - Moval and Half Moon Bezel Trilogy","1360.00","yellow.jpg","images/the-margot-ring-oval-and-half-moon-bezel-trilogy/yellow.jpg","the-margot-ring-oval-and-half-moon-bezel-trilogy"
"","","","","Engagement","White Gold","The Margot Ring - Moval and Half Moon Bezel Trilogy","1360.00","white.jpg","images/the-margot-ring-oval-and-half-moon-bezel-trilogy/white.jpg","the-margot-ring-oval-and-half-moon-bezel-trilogy"
"","","","","Engagement","Rose Gold","The Margot Ring - Moval and Half Moon Bezel Trilogy","1360.00","rose.jpg","images/the-margot-ring-oval-and-half-moon-bezel-trilogy/rose.jpg","the-margot-ring-oval-and-half-moon-bezel-trilogy"
"","","","","Engagement","Yellow Gold","The René Ring - Emerald and Tapered Baguette Trilogy","1323.00","yellow.jpg","images/the-rene-ring-emerald-and-tapered-baguette-trilogy/yellow.jpg","the-rene-ring-emerald-and-tapered-baguette-trilogy"
"","","","","Engagement","White Gold","The René Ring - Emerald and Tapered Baguette Trilogy","1323.00","white.jpg","images/the-rene-ring-emerald-and-tapered-baguette-trilogy/white.jpg","the-rene-ring-emerald-and-tapered-baguette-trilogy"
"","","","","Engagement","Rose Gold","The René Ring - Emerald and Tapered Baguette Trilogy","1323.00","rose.jpg","images/the-rene-ring-emerald-and-tapered-baguette-trilogy/rose.jpg","the-rene-ring-emerald-and-tapered-baguette-trilogy"
"","","","","Engagement","Yellow Gold","The Elmira Ring - Asscher Bezel Solitaire","868.00","yellow.jpg","images/the-elmira-ring-asscher-bezel-solitaire/yellow.jpg","the-elmira-ring-asscher-bezel-solitaire"
"","","","","Engagement","White Gold","The Elmira Ring - Asscher Bezel Solitaire","868.00","white.jpg","images/the-elmira-ring-asscher-bezel-solitaire/white.jpg","the-elmira-ring-asscher-bezel-solitaire"
