"INCLUDE (Yes/No)","NAME","PRICE","NOTES","Category","Metal Colour","TMC Original Name","TMC Price (AUD ref)","Image File","Image Path","TMC Handle"
"","","","","Engagement","White Gold","The Eloise Ring - Oval Antique Halo","1280.00","white.jpg","images/the-eloise-ring-oval-antique-halo/white.jpg","the-eloise-ring-oval-antique-halo"
"","","","","Engagement","Rose Gold","The Eloise Ring - Oval Antique Halo","1280.00","rose.jpg","images/the-eloise-ring-oval-antique-halo/rose.jpg","the-eloise-ring-oval-antique-halo"
"","","","","Engagement","Yellow Gold","The Florence Ring - Radiant and Pear Cathedral Trilogy","1227.00","yellow.jpg","images/the-florence-ring-radiant-pear-trilogy/yellow.jpg","the-florence-ring-radiant-pear-trilogy"
"","","","","Engagement","White Gold","The Florence Ring - Radiant and Pear Cathedral Trilogy","1227.00","","","the-florence-ring-radiant-pear-trilogy"
"","","","","Engagement","Rose Gold","The Florence Ring - Radiant and Pear Cathedral Trilogy","1227.00","rose.jpg","images/the-florence-ring-radiant-pear-trilogy/rose.jpg","the-florence-ring-radiant-pear-trilogy"
"","","","","Engagement","Yellow Gold","The Juniper Ring - Ornate Emerald With Accent Stones","968.00","yellow.jpg","images/juniper-ornate-emerald/yellow.jpg","juniper-ornate-emerald"
"","","","","Engagement","White Gold","The Juniper Ring - Ornate Emerald With Accent Stones","968.00","white.jpg","images/juniper-ornate-emerald/white.jpg","juniper-ornate-emerald"
"","","","","Engagement","Rose Gold","The Juniper Ring - Ornate Emerald With Accent Stones","968.00","rose.jpg","images/juniper-ornate-emerald/rose.jpg","juniper-ornate-emerald"
"","","","","Engagement","Yellow Gold","The Aurora Ring - Oval with Round Brilliant Accents","1280.00","yellow.jpg","images/the-aurora-ring-oval-with-round-brilliant-accents/yellow.jpg","the-aurora-ring-oval-with-round-brilliant-accents"
"","","","","Engagement","White Gold","The Aurora Ring - Oval with Round Brilliant Accents","1280.00","","","the-aurora-ring-oval-with-round-brilliant-accents"
"","","","","Engagement","Rose Gold","The Aurora Ring - Oval with Round Brilliant Accents","1280.00","rose.jpg","images/the-aurora-ring-oval-with-round-brilliant-accents/rose.jpg","the-aurora-ring-oval-with-round-brilliant-accents"
"","","","","Engagement","Yellow Gold","The Amira Ring™ - Round with Marquise Accents","1280.00","yellow.jpg","images/the-amira-ring-round-with-marquise-accents/yellow.jpg","the-amira-ring-round-with-marquise-accents"
"","","","","Engagement","White Gold","The Amira Ring™ - Round with Marquise Accents","1280.00","","","the-amira-ring-round-with-marquise-accents"
"","","","","Engagement","Rose Gold","The Amira Ring™ - Round with Marquise Accents","1280.00","rose.jpg","images/the-amira-ring-round-with-marquise-accents/rose.jpg","the-amira-ring-round-with-marquise-accents"
"","","","","Engagement","Yellow Gold","The Maya Ring - Round Curved Solitaire","910.00","yellow.jpg","images/the-maya-ring-round-curved-solitaire/yellow.jpg","the-maya-ring-round-curved-solitaire"
"","","","","Engagement","White Gold","The Maya Ring - Round Curved Solitaire","910.00","white.jpg","images/the-maya-ring-round-curved-solitaire/white.jpg","the-maya-ring-round-curved-solitaire"
"","","","","Engagement","Rose Gold","The Maya Ring - Round Curved Solitaire","910.00","rose.jpg","images/the-maya-ring-round-curved-solitaire/rose.jpg","the-maya-ring-round-curved-solitaire"
"","","","","Engagement","Yellow Gold","The Paloma Ring - Cushion Cathedral Solitaire","921.00","yellow.jpg","images/the-paloma-ring-cushion-cathedral-solitaire/yellow.jpg","the-paloma-ring-cushion-cathedral-solitaire"
"","","","","Engagement","White Gold","The Paloma Ring - Cushion Cathedral Solitaire","921.00","white.jpg","images/the-paloma-ring-cushion-cathedral-solitaire/white.jpg","the-paloma-ring-cushion-cathedral-solitaire"
"","","","","Engagement","Rose Gold","The Paloma Ring - Cushion Cathedral Solitaire","921.00","rose.jpg","images/the-paloma-ring-cushion-cathedral-solitaire/rose.jpg","the-paloma-ring-cushion-cathedral-solitaire"
"","","","","Engagement","Yellow Gold","The Elora Ring - East-West Oval Solitaire","804.00","yellow.jpg","images/the-elora-ring-east-west-oval-solitaire/yellow.jpg","the-elora-ring-east-west-oval-solitaire"
"","","","","Engagement","White Gold","The Elora Ring - East-West Oval Solitaire","804.00","white.jpg","images/the-elora-ring-east-west-oval-solitaire/white.jpg","the-elora-ring-east-west-oval-solitaire"
"","","","","Engagement","Rose Gold","The Elora Ring - East-West Oval Solitaire","804.00","rose.jpg","images/the-elora-ring-east-west-oval-solitaire/rose.jpg","the-elora-ring-east-west-oval-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Emerald Solitaire","1116.00","yellow.jpg","images/the-elise-ring-split-shank-emerald-solitaire/yellow.jpg","the-elise-ring-split-shank-emerald-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Emerald Solitaire","1116.00","white.jpg","images/the-elise-ring-split-shank-emerald-solitaire/white.jpg","the-elise-ring-split-shank-emerald-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Emerald Solitaire","1116.00","rose.jpg","images/the-elise-ring-split-shank-emerald-solitaire/rose.jpg","the-elise-ring-split-shank-emerald-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Marquise Solitaire","1127.00","yellow.jpg","images/the-elise-ring-split-shank-marquise-solitaire/yellow.jpg","the-elise-ring-split-shank-marquise-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Marquise Solitaire","1127.00","white.jpg","images/the-elise-ring-split-shank-marquise-solitaire/white.jpg","the-elise-ring-split-shank-marquise-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Marquise Solitaire","1127.00","rose.jpg","images/the-elise-ring-split-shank-marquise-solitaire/rose.jpg","the-elise-ring-split-shank-marquise-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Radiant Solitaire","1127.00","yellow.jpg","images/the-elise-ring-split-shank-radiant-solitaire/yellow.jpg","the-elise-ring-split-shank-radiant-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Radiant Solitaire","1127.00","white.jpg","images/the-elise-ring-split-shank-radiant-solitaire/white.jpg","the-elise-ring-split-shank-radiant-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Radiant Solitaire","1127.00","rose.jpg","images/the-elise-ring-split-shank-radiant-solitaire/rose.jpg","the-elise-ring-split-shank-radiant-solitaire"
"","","","","Engagement","Yellow Gold","The Aleasa Ring - Split Shank East-West Pear Solitaire","1116.00","yellow.jpg","images/the-aleasa-ring-split-shank-east-west-pear-solitaire/yellow.jpg","the-aleasa-ring-split-shank-east-west-pear-solitaire"
"","","","","Engagement","White Gold","The Aleasa Ring - Split Shank East-West Pear Solitaire","1116.00","white.jpg","images/the-aleasa-ring-split-shank-east-west-pear-solitaire/white.jpg","the-aleasa-ring-split-shank-east-west-pear-solitaire"
"","","","","Engagement","Rose Gold","The Aleasa Ring - Split Shank East-West Pear Solitaire","1116.00","rose.jpg","images/the-aleasa-ring-split-shank-east-west-pear-solitaire/rose.jpg","the-aleasa-ring-split-shank-east-west-pear-solitaire"
"","","","","Engagement","Yellow Gold","The Aleasa Ring - Split Shank East-West Radiant Solitaire","1127.00","yellow.jpg","images/the-aleasa-ring-split-shank-east-west-radiant-solitaire/yellow.jpg","the-aleasa-ring-split-shank-east-west-radiant-solitaire"
"","","","","Engagement","White Gold","The Aleasa Ring - Split Shank East-West Radiant Solitaire","1127.00","white.jpg","images/the-aleasa-ring-split-shank-east-west-radiant-solitaire/white.jpg","the-aleasa-ring-split-shank-east-west-radiant-solitaire"
"","","","","Engagement","Rose Gold","The Aleasa Ring - Split Shank East-West Radiant Solitaire","1127.00","rose.jpg","images/the-aleasa-ring-split-shank-east-west-radiant-solitaire/rose.jpg","the-aleasa-ring-split-shank-east-west-radiant-solitaire"
"","","","","Engagement","Yellow Gold","The Aleasa Ring - Split Shank East-West Oval Solitaire","1106.00","yellow.jpg","images/the-aleasa-ring-split-shank-east-west-oval-solitaire/yellow.jpg","the-aleasa-ring-split-shank-east-west-oval-solitaire"
"","","","","Engagement","White Gold","The Aleasa Ring - Split Shank East-West Oval Solitaire","1106.00","white.jpg","images/the-aleasa-ring-split-shank-east-west-oval-solitaire/white.jpg","the-aleasa-ring-split-shank-east-west-oval-solitaire"
"","","","","Engagement","Rose Gold","The Aleasa Ring - Split Shank East-West Oval Solitaire","1106.00","rose.jpg","images/the-aleasa-ring-split-shank-east-west-oval-solitaire/rose.jpg","the-aleasa-ring-split-shank-east-west-oval-solitaire"
"","","","","Engagement","Yellow Gold","The Aleasa Ring - Split Shank East-West Marquise Solitaire","1127.00","yellow.jpg","images/the-aleasa-ring-split-shank-east-west-marquise-solitaire/yellow.jpg","the-aleasa-ring-split-shank-east-west-marquise-solitaire"
"","","","","Engagement","White Gold","The Aleasa Ring - Split Shank East-West Marquise Solitaire","1127.00","white.jpg","images/the-aleasa-ring-split-shank-east-west-marquise-solitaire/white.jpg","the-aleasa-ring-split-shank-east-west-marquise-solitaire"
"","","","","Engagement","Rose Gold","The Aleasa Ring - Split Shank East-West Marquise Solitaire","1127.00","rose.jpg","images/the-aleasa-ring-split-shank-east-west-marquise-solitaire/rose.jpg","the-aleasa-ring-split-shank-east-west-marquise-solitaire"
"","","","","Engagement","Yellow Gold","The Aleasa Ring - Split Shank East-West Emerald Solitaire","1116.00","yellow.jpg","images/the-aleasa-ring-split-shank-east-west-emerald-solitaire/yellow.jpg","the-aleasa-ring-split-shank-east-west-emerald-solitaire"
"","","","","Engagement","White Gold","The Aleasa Ring - Split Shank East-West Emerald Solitaire","1116.00","white.jpg","images/the-aleasa-ring-split-shank-east-west-emerald-solitaire/white.jpg","the-aleasa-ring-split-shank-east-west-emerald-solitaire"
"","","","","Engagement","Rose Gold","The Aleasa Ring - Split Shank East-West Emerald Solitaire","1116.00","rose.jpg","images/the-aleasa-ring-split-shank-east-west-emerald-solitaire/rose.jpg","the-aleasa-ring-split-shank-east-west-emerald-solitaire"
"","","","","Engagement","Yellow Gold","The Aleasa Ring - Split Shank East-West Elongated Cushion Solitaire","1116.00","yellow.jpg","images/the-aleasa-ring-split-shank-east-west-elongated-cushion-solitaire/yellow.jpg","the-aleasa-ring-split-shank-east-west-elongated-cushion-solitaire"
"","","","","Engagement","White Gold","The Aleasa Ring - Split Shank East-West Elongated Cushion Solitaire","1116.00","white.jpg","images/the-aleasa-ring-split-shank-east-west-elongated-cushion-solitaire/white.jpg","the-aleasa-ring-split-shank-east-west-elongated-cushion-solitaire"
"","","","","Engagement","Rose Gold","The Aleasa Ring - Split Shank East-West Elongated Cushion Solitaire","1116.00","rose.jpg","images/the-aleasa-ring-split-shank-east-west-elongated-cushion-solitaire/rose.jpg","the-aleasa-ring-split-shank-east-west-elongated-cushion-solitaire"
"","","","","Engagement","Yellow Gold","The Oriana Ring - Split Shank Round Trilogy","1709.00","yellow.jpg","images/the-elise-ring-split-shank-round-trilogy/yellow.jpg","the-elise-ring-split-shank-round-trilogy"
"","","","","Engagement","White Gold","The Oriana Ring - Split Shank Round Trilogy","1709.00","white.jpg","images/the-elise-ring-split-shank-round-trilogy/white.jpg","the-elise-ring-split-shank-round-trilogy"
"","","","","Engagement","Rose Gold","The Oriana Ring - Split Shank Round Trilogy","1709.00","rose.jpg","images/the-elise-ring-split-shank-round-trilogy/rose.jpg","the-elise-ring-split-shank-round-trilogy"
"","","","","Engagement","Yellow Gold","The Oriana Ring - Split Shank Elongated Cushion and Cushion Trilogy","1687.00","yellow.jpg","images/the-oriana-ring-split-shank-elongated-cushion-and-cushion-trilogy/yellow.jpg","the-oriana-ring-split-shank-elongated-cushion-and-cushion-trilogy"
"","","","","Engagement","White Gold","The Oriana Ring - Split Shank Elongated Cushion and Cushion Trilogy","1687.00","white.jpg","images/the-oriana-ring-split-shank-elongated-cushion-and-cushion-trilogy/white.jpg","the-oriana-ring-split-shank-elongated-cushion-and-cushion-trilogy"
"","","","","Engagement","Rose Gold","The Oriana Ring - Split Shank Elongated Cushion and Cushion Trilogy","1687.00","rose.jpg","images/the-oriana-ring-split-shank-elongated-cushion-and-cushion-trilogy/rose.jpg","the-oriana-ring-split-shank-elongated-cushion-and-cushion-trilogy"
"","","","","Engagement","Yellow Gold","The Oriana Ring - Split Shank Oval Trilogy","1709.00","yellow.jpg","images/the-oriana-ring-split-shank-oval-trilogy/yellow.jpg","the-oriana-ring-split-shank-oval-trilogy"
"","","","","Engagement","White Gold","The Oriana Ring - Split Shank Oval Trilogy","1709.00","white.jpg","images/the-oriana-ring-split-shank-oval-trilogy/white.jpg","the-oriana-ring-split-shank-oval-trilogy"
"","","","","Engagement","Rose Gold","The Oriana Ring - Split Shank Oval Trilogy","1709.00","rose.jpg","images/the-oriana-ring-split-shank-oval-trilogy/rose.jpg","the-oriana-ring-split-shank-oval-trilogy"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Cushion Solitaire","1111.00","yellow.jpg","images/the-elise-ring-split-shank-cushion-solitaire/yellow.jpg","the-elise-ring-split-shank-cushion-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Cushion Solitaire","1111.00","white.jpg","images/the-elise-ring-split-shank-cushion-solitaire/white.jpg","the-elise-ring-split-shank-cushion-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Cushion Solitaire","1111.00","rose.jpg","images/the-elise-ring-split-shank-cushion-solitaire/rose.jpg","the-elise-ring-split-shank-cushion-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Asscher Solitaire","1116.00","yellow.jpg","images/the-elise-ring-split-shank-asscher-solitaire/yellow.jpg","the-elise-ring-split-shank-asscher-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Asscher Solitaire","1116.00","white.jpg","images/the-elise-ring-split-shank-asscher-solitaire/white.jpg","the-elise-ring-split-shank-asscher-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Asscher Solitaire","1116.00","rose.jpg","images/the-elise-ring-split-shank-asscher-solitaire/rose.jpg","the-elise-ring-split-shank-asscher-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Round Solitaire","1106.00","yellow.jpg","images/the-elise-ring-split-shank-round-solitaire/yellow.jpg","the-elise-ring-split-shank-round-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Round Solitaire","1106.00","white.jpg","images/the-elise-ring-split-shank-round-solitaire/white.jpg","the-elise-ring-split-shank-round-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Round Solitaire","1106.00","rose.jpg","images/the-elise-ring-split-shank-round-solitaire/rose.jpg","the-elise-ring-split-shank-round-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Pear Solitaire","1106.00","yellow.jpg","images/the-elise-ring-split-shank-pear-solitaire/yellow.jpg","the-elise-ring-split-shank-pear-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Pear Solitaire","1106.00","white.jpg","images/the-elise-ring-split-shank-pear-solitaire/white.jpg","the-elise-ring-split-shank-pear-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Pear Solitaire","1106.00","rose.jpg","images/the-elise-ring-split-shank-pear-solitaire/rose.jpg","the-elise-ring-split-shank-pear-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Elongated Cushion Solitaire","1127.00","yellow.jpg","images/the-elise-ring-split-shank-elongated-cushion-solitaire/yellow.jpg","the-elise-ring-split-shank-elongated-cushion-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Elongated Cushion Solitaire","1127.00","white.jpg","images/the-elise-ring-split-shank-elongated-cushion-solitaire/white.jpg","the-elise-ring-split-shank-elongated-cushion-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Elongated Cushion Solitaire","1127.00","rose.jpg","images/the-elise-ring-split-shank-elongated-cushion-solitaire/rose.jpg","the-elise-ring-split-shank-elongated-cushion-solitaire"
"","","","","Engagement","Yellow Gold","The Elise Ring - Split Shank Oval Solitaire","1106.00","yellow.jpg","images/the-elise-ring-split-shank-oval-solitaire/yellow.jpg","the-elise-ring-split-shank-oval-solitaire"
"","","","","Engagement","White Gold","The Elise Ring - Split Shank Oval Solitaire","1106.00","white.jpg","images/the-elise-ring-split-shank-oval-solitaire/white.jpg","the-elise-ring-split-shank-oval-solitaire"
"","","","","Engagement","Rose Gold","The Elise Ring - Split Shank Oval Solitaire","1106.00","rose.jpg","images/the-elise-ring-split-shank-oval-solitaire/rose.jpg","the-elise-ring-split-shank-oval-solitaire"
"","","","","Engagement","Yellow Gold","The Emerie Ring - Double Band Oval and Pear Toi Et Moi","1571.00","yellow.jpg","images/the-emerie-ring-oval-pear-toi-et-moi/yellow.jpg","the-emerie-ring-oval-pear-toi-et-moi"
"","","","","Engagement","White Gold","The Emerie Ring - Double Band Oval and Pear Toi Et Moi","1571.00","white.jpg","images/the-emerie-ring-oval-pear-toi-et-moi/white.jpg","the-emerie-ring-oval-pear-toi-et-moi"
